chunk_id,document,institution,chunk_text,amoore_score_auto,amoore_sim_preemption_auto,amoore_sim_norms_auto
309,original_proposal_commission.pdf,European Commission,3. Where the Coordinating Authority of establishment takes the preliminary view that the conditions ...,0.015332408,0.32738173,0.31423306
310,original_proposal_commission.pdf,European Commission,Where the Coordinating Authority of establishment takes the preliminary view that the conditions of ...,0.020322405,0.3462807,0.32790917
311,original_proposal_commission.pdf,European Commission,"Where, having regard to the comments of the provider and the opinion of the EU Centre, that Coordina...",0.077203475,0.37413812,0.29421145
312,original_proposal_commission.pdf,European Commission,It shall attach the implementation plan of the provider and the opinions of the EU Centre and the da...,0.043262906,0.4128136,0.37021178
313,original_proposal_commission.pdf,European Commission,"4. The Coordinating Authority of establishment shall request the issuance of the detection order, an...",0.013887073,0.4142768,0.40363538
314,original_proposal_commission.pdf,European Commission,"The Coordinating Authority of establishment shall request the issuance of the detection order, and t...",0.011602704,0.41800448,0.4098873
315,original_proposal_commission.pdf,European Commission,"5. As regards detection orders concerning the dissemination of known child sexual abuse material, th...",0.046235695,0.44308978,0.39758116
316,original_proposal_commission.pdf,European Commission,"As regards detection orders concerning the solicitation of children, the significant risk referred t...",0.021588374,0.41138607,0.39233875
317,original_proposal_commission.pdf,European Commission,The detection orders concerning the solicitation of children shall apply only to interpersonal commu...,0.089745015,0.5166805,0.42465013
318,original_proposal_commission.pdf,European Commission,"8. The Coordinating Authority of establishment when requesting the issuance of detection orders, and...",0.07918124,0.52997595,0.4495762
319,original_proposal_commission.pdf,European Commission,"The Coordinating Authority of establishment when requesting the issuance of detection orders, and th...",0.052005365,0.5183636,0.46739113
320,original_proposal_commission.pdf,European Commission,"To that aim, they shall take into account all relevant parameters, including the availability of suf...",0.061916377,0.47736222,0.41517064
321,original_proposal_commission.pdf,European Commission,The competent judicial authority or independent administrative authority shall specify in the detect...,0.06824606,0.4229046,0.35324365
322,original_proposal_commission.pdf,European Commission,The period of application of detection orders concerning the dissemination of known or new child sex...,0.071359485,0.4340546,0.361128
323,original_proposal_commission.pdf,European Commission,The detection order shall be transmitted to the providers point of contact referred to in Article 23...,0.05390969,0.40262637,0.3483371
324,original_proposal_commission.pdf,European Commission,The Commission shall be empowered to adopt delegated acts in accordance with Article 86 in order to ...,0.060232583,0.4447038,0.38399166
325,original_proposal_commission.pdf,European Commission,Providers of hosting services and providers of interpersonal communications services that have recei...,0.01834623,0.40524143,0.38965362
326,original_proposal_commission.pdf,European Commission,That right shall include the right to challenge the detection order before the courts of the Member ...,0.073566355,0.4227422,0.34729394
327,original_proposal_commission.pdf,European Commission,"2. When the detection order becomes final, the competent judicial authority or independent administr...",0.08341958,0.39975795,0.3133474
328,original_proposal_commission.pdf,European Commission,4. In respect of the detection orders that the competent judicial authority or independent administr...,0.09606084,0.45019034,0.35057604
329,original_proposal_commission.pdf,European Commission,That Coordinating Authority shall request to the competent judicial authority or independent adminis...,0.050200313,0.3693353,0.31872135
330,original_proposal_commission.pdf,European Commission,"The provisions of this Section shall apply to such requests, mutatis mutandis. Article 10 Technologi...",0.12291362,0.36644578,0.23672906
331,original_proposal_commission.pdf,European Commission,Article 10 Technologies and safeguards 1. Providers of hosting services and providers of interperson...,0.14661433,0.38968605,0.2344463
332,original_proposal_commission.pdf,European Commission,"2. The provider shall be entitled to acquire, install and operate, free of charge, technologies made...",0.09486224,0.38091058,0.28185385
333,original_proposal_commission.pdf,European Commission,The technologies shall be (a) effective in detecting the dissemination of known or new child sexual ...,0.1267812,0.4600529,0.32713813
334,original_proposal_commission.pdf,European Commission,4. The provider shall (a) take all the necessary measures to ensure that the technologies and indica...,0.0782477,0.4544686,0.37427115
335,original_proposal_commission.pdf,European Commission,"5. The provider shall inform users in a clear, prominent and comprehensible way of the following (a)...",0.077956796,0.39570203,0.31518832
336,original_proposal_commission.pdf,European Commission,"Article 11 Guidelines regarding detection obligations The Commission, in cooperation with the Coordi...",0.06581664,0.34492093,0.2770623
337,original_proposal_commission.pdf,European Commission,Where a provider of hosting services or a provider of interpersonal communications services becomes ...,0.065543026,0.31253248,0.24462266
338,original_proposal_commission.pdf,European Commission,"Where the provider submits a report pursuant to paragraph 1, it shall inform the user concerned, pro...",0.04246506,0.28523168,0.24212396
339,original_proposal_commission.pdf,European Commission,"3. The provider shall establish and operate an accessible, age-appropriate and user- friendly mechan...",0.059427425,0.3010124,0.23962894
340,original_proposal_commission.pdf,European Commission,"The provider shall establish and operate an accessible, age-appropriate and user- friendly mechanism...",0.055464722,0.3046641,0.2476292
341,original_proposal_commission.pdf,European Commission,Article 13 Specific requirements for reporting 1. Providers of hosting services and providers of int...,0.05523333,0.28840816,0.23144987
342,original_proposal_commission.pdf,European Commission,The Commission shall be empowered to adopt delegated acts in accordance with Article 86 in order to ...,-0.09267734,0.22130746,0.32447144
343,original_proposal_commission.pdf,European Commission,Section 4 Removal obligations Article 14 Removal orders 1. The Coordinating Authority of establishme...,-0.112671584,0.19470096,0.3193212
344,original_proposal_commission.pdf,European Commission,The competent judicial authority or the independent administrative authority shall issue a removal o...,-0.13223192,0.21721162,0.3633449
345,original_proposal_commission.pdf,European Commission,5. If the provider cannot execute the removal order on grounds of force majeure or de facto impossib...,-0.0397235,0.26894808,0.3150406
346,original_proposal_commission.pdf,European Commission,If the provider cannot execute the removal order because it contains manifest errors or does not con...,-0.07073749,0.22837844,0.30776024
347,original_proposal_commission.pdf,European Commission,8. The Commission shall be empowered to adopt delegated acts in accordance with Article 86 in order ...,-0.11765878,0.21180788,0.3420356
348,original_proposal_commission.pdf,European Commission,The Commission shall be empowered to adopt delegated acts in accordance with Article 86 in order to ...,-0.120538905,0.20694605,0.34025332
349,original_proposal_commission.pdf,European Commission,Article 15 Redress and provision of information 1. Providers of hosting services that have received ...,-0.07699736,0.24091594,0.32723993
350,original_proposal_commission.pdf,European Commission,Providers of hosting services that have received a removal order issued in accordance with Article 1...,-0.07165957,0.26066458,0.34139663
351,original_proposal_commission.pdf,European Commission,That right shall include the right to challenge such a removal order before the courts of the Member...,-0.1259583,0.21906312,0.35839415
352,original_proposal_commission.pdf,European Commission,"2. When the removal order becomes final, the competent judicial authority or independent administrat...",-0.11003507,0.22292504,0.34498203
353,original_proposal_commission.pdf,European Commission,"The Coordinating Authority of establishment shall then, without undue delay, transmit a copy thereof...",-0.098990366,0.25063115,0.36097592
354,original_proposal_commission.pdf,European Commission,Where a provider removes or disables access to child sexual abuse material pursuant to a removal ord...,-0.114895344,0.21740279,0.3446856
355,original_proposal_commission.pdf,European Commission,"The Coordinating Authority of establishment may request, when requesting the judicial authority or i...",-0.114581265,0.25527966,0.3826287
356,original_proposal_commission.pdf,European Commission,In such a case (a) the judicial authority or independent administrative authority issuing the remova...,-0.084533125,0.28336385,0.37833953
357,original_proposal_commission.pdf,European Commission,That judicial authority or independent administrative authority may decide to extend the time period...,-0.047822647,0.31284606,0.3682185
358,original_proposal_commission.pdf,European Commission,"The Coordinating Authority of establishment shall request the issuance of the blocking order, and th...",-0.111101896,0.3020134,0.4260819
359,original_proposal_commission.pdf,European Commission,"5. The Coordinating Authority of establishment when requesting the issuance of blocking orders, and ...",-0.13796715,0.23589402,0.38846523
360,original_proposal_commission.pdf,European Commission,EN EN 58 The period of application of blocking orders shall not exceed five years. 7. In respect of ...,-0.10291176,0.21451244,0.3287326
361,original_proposal_commission.pdf,European Commission,7. In respect of the blocking orders that the competent judicial authority or independent administra...,-0.1333748,0.21061647,0.3579216
362,original_proposal_commission.pdf,European Commission,That Coordinating Authority shall request to the competent judicial authority or independent adminis...,-0.091737784,0.25364646,0.3561369
363,original_proposal_commission.pdf,European Commission,Article 17 Additional rules regarding blocking orders 1. The Coordinating Authority of establishment...,-0.027249992,0.26431465,0.29679304
364,original_proposal_commission.pdf,European Commission,The Coordinating Authority of establishment shall issue the blocking orders referred to in Article 1...,-0.040052,0.27145678,0.3179335
365,original_proposal_commission.pdf,European Commission,"Blocking orders shall include (a) the reference to the list of uniform resource locators, provided b...",-0.05326799,0.26967245,0.33050162
366,original_proposal_commission.pdf,European Commission,The Commission shall be empowered to adopt delegated acts in accordance with Article 86 in order to ...,-0.087642156,0.25087807,0.3488849
367,original_proposal_commission.pdf,European Commission,"Providers of internet access services that have received a blocking order, as well as users who prov...",-0.09258798,0.26290894,0.3664236
368,original_proposal_commission.pdf,European Commission,"The Coordinating Authority of establishment shall then, without undue delay, transmit a copy thereof...",-0.14032984,0.25272533,0.40804705
369,original_proposal_commission.pdf,European Commission,Where a provider prevents users from accessing the uniform resource locators pursuant to a blocking ...,-0.16421413,0.21083237,0.39167592
370,original_proposal_commission.pdf,European Commission,"Where the period of application of the blocking order exceeds 24 months, the Coordinating Authority ...",0.016641203,0.26540253,0.25016338
371,original_proposal_commission.pdf,European Commission,Section 6 Additional provisions Article 19 Liability of providers Providers of relevant information ...,-0.020792114,0.25743964,0.28282142
372,original_proposal_commission.pdf,European Commission,2. The request referred to in paragraph 1 shall indicate (a) the relevant item or items of known chi...,-0.03778758,0.21370503,0.25709766
373,original_proposal_commission.pdf,European Commission,3. The information referred to in paragraph 1 shall include (a) the identification of the provider t...,-0.02655083,0.2007355,0.2317691
374,original_proposal_commission.pdf,European Commission,"Persons residing in the Union shall have the right to receive, upon their request, from the Coordina...",-0.02108827,0.23546048,0.26092774
375,original_proposal_commission.pdf,European Commission,Persons with disabilities shall have the right to ask and receive any information relating to such s...,-0.046034954,0.24640413,0.2991173
376,original_proposal_commission.pdf,European Commission,That Coordinating Authority shall transmit the request to the EU Centre through the system establish...,-0.016440365,0.2776355,0.29850242
377,original_proposal_commission.pdf,European Commission,3. The requests referred to in paragraphs 1 and 2 shall indicate the relevant item or items of child...,0.0115587935,0.2942839,0.2848825
378,original_proposal_commission.pdf,European Commission,"The EU Centres support referred to in paragraph 2 shall include, as applicable (a) support in connec...",0.037303925,0.29411072,0.25671107
379,original_proposal_commission.pdf,European Commission,Article 22 Preservation of information 1. Providers of hosting services and providers of interperson...,-0.043532416,0.2896546,0.34011203
380,original_proposal_commission.pdf,European Commission,Providers shall preserve the information referred to in paragraph 1 for no longer than necessary for...,-0.110029444,0.1994015,0.32119912
381,original_proposal_commission.pdf,European Commission,Providers shall ensure that the information referred to in paragraph 1 is preserved in a secure mann...,-0.03174097,0.2031274,0.23983075
382,original_proposal_commission.pdf,European Commission,Article 23 Points of contact 1. Providers of relevant information society services shall establish a...,-0.16233796,0.060728528,0.23791587
383,original_proposal_commission.pdf,European Commission,Providers of relevant information society services shall establish a single point of contact allowin...,-0.174635,0.051699176,0.24216166
384,original_proposal_commission.pdf,European Commission,2. The providers shall communicate to the EU Centre and make public the information necessary to eas...,-0.20348595,0.06439454,0.2863675
385,original_proposal_commission.pdf,European Commission,3. The providers shall specify in the information referred to in paragraph 2 the official language o...,-0.26496607,0.0702042,0.35909593
386,original_proposal_commission.pdf,European Commission,Article 24 Legal representative 1. Providers of relevant information society services which do not h...,-0.24189764,0.14060369,0.4051677
387,original_proposal_commission.pdf,European Commission,3. The provider shall mandate its legal representatives to be addressed in addition to or instead of...,-0.18027967,0.1427598,0.34034088
388,original_proposal_commission.pdf,European Commission,The provider shall mandate its legal representatives to be addressed in addition to or instead of th...,-0.16419463,0.185116,0.36566144
389,original_proposal_commission.pdf,European Commission,4. The provider shall provide its legal representative with the necessary powers and resources to co...,-0.12583497,0.21416607,0.3533103
390,original_proposal_commission.pdf,European Commission,The provider shall provide its legal representative with the necessary powers and resources to coope...,-0.11951699,0.22036579,0.3527063
391,original_proposal_commission.pdf,European Commission,"The provider shall notify the name, address, the electronic mail address and telephone number of its...",-0.057496637,0.2514969,0.31672883
392,original_proposal_commission.pdf,European Commission,They shall ensure that that information is up to date and publicly available. 7. The designation of ...,-0.07295389,0.26168132,0.34383178
393,original_proposal_commission.pdf,European Commission,7. The designation of a legal representative within the Union pursuant to paragraph 1 shall not amou...,-0.095887035,0.23718484,0.3440101
394,original_proposal_commission.pdf,European Commission,"EN EN 64 CHAPTER III SUPERVISION, ENFORCEMENT AND COOPERATION Section 1 Coordinating Authorities for...",-0.036999684,0.29338208,0.33677566
395,original_proposal_commission.pdf,European Commission,The Coordinating Authority shall in any event be responsible for ensuring coordination at national l...,-0.034656286,0.21212807,0.25209853
396,original_proposal_commission.pdf,European Commission,Where a Member State designates more than one competent authority in addition to the Coordinating Au...,-0.019959945,0.21195161,0.23593876
397,original_proposal_commission.pdf,European Commission,Each Member State shall ensure that a contact point is designated or established within the Coordina...,0.048549213,0.30831984,0.25884452
398,original_proposal_commission.pdf,European Commission,Member States shall make the information on the contact point publicly available and communicate it ...,0.08494061,0.36281413,0.27435187
399,original_proposal_commission.pdf,European Commission,They shall keep that information updated. 6. Within two weeks after the designation of the Coordinat...,0.05611546,0.35910094,0.30194443
400,original_proposal_commission.pdf,European Commission,"6. Within two weeks after the designation of the Coordinating Authorities pursuant to paragraph 2, t...",0.056635045,0.37370142,0.3161371
401,original_proposal_commission.pdf,European Commission,"7. Coordinating Authorities may, where necessary for the performance of their tasks under this Regul...",0.028021786,0.36186415,0.3352877
402,original_proposal_commission.pdf,European Commission,8. The EU Centre shall provide such assistance free of charge and in accordance with its tasks and o...,-0.13004969,0.22813685,0.37201476
403,original_proposal_commission.pdf,European Commission,"9. The requirements applicable to Coordinating Authorities set out in Articles 26, 27, 28, 29 and 30...",-0.12986976,0.2668844,0.41098377
404,original_proposal_commission.pdf,European Commission,"The requirements applicable to Coordinating Authorities set out in Articles 26, 27, 28, 29 and 30 sh...",-0.11062843,0.28747204,0.41086918
405,original_proposal_commission.pdf,European Commission,Member States shall ensure that the management and other staff are subject to rules guaranteeing tha...,-0.08626539,0.37300307,0.47082758
406,original_proposal_commission.pdf,European Commission,Section 2 Powers of Coordinating Authorities Article 27 Investigatory powers 1. Where needed for car...,-0.08099455,0.37143272,0.46350852
407,original_proposal_commission.pdf,European Commission,2. Member States may grant additional investigative powers to the Coordinating Authorities. Article ...,-0.24838313,0.24038026,0.51307106
408,original_proposal_commission.pdf,European Commission,Member States may grant additional investigative powers to the Coordinating Authorities. Article 28 ...,-0.24274561,0.24438453,0.5109879
409,original_proposal_commission.pdf,European Commission,"Where needed for carrying out their tasks, Coordinating Authorities shall have the following enforce...",-0.22358394,0.2542262,0.5000983
410,original_proposal_commission.pdf,European Commission,They shall only exercise those enforcement powers after having provided those other persons in good ...,-0.20486122,0.21920061,0.44433573
411,original_proposal_commission.pdf,European Commission,"3. The Coordinating Authority shall, prior to submitting the request referred to in paragraph 2, poi...",-0.21476999,0.2655306,0.5019397
412,original_proposal_commission.pdf,European Commission,"4. Any measure ordered upon the request referred to in paragraph 2, point (b), shall be proportionat...",-0.21317087,0.25758374,0.49216825
413,original_proposal_commission.pdf,European Commission,"Any measure ordered upon the request referred to in paragraph 2, point (b), shall be proportionate t...",-0.20683612,0.2516178,0.47924942
414,original_proposal_commission.pdf,European Commission,"The Coordinating Authority shall only extend the period where it considers, having regard to the rig...",-0.20369774,0.29793075,0.5226482
415,original_proposal_commission.pdf,European Commission,Article 30 Common provisions on investigatory and enforcement powers 1. The measures taken by the Co...,-0.057162926,0.3771036,0.4433249
416,original_proposal_commission.pdf,European Commission,The measures taken by the Coordinating Authorities in the exercise of their investigatory and enforc...,-0.037518233,0.38249823,0.42741504
417,original_proposal_commission.pdf,European Commission,"In particular, those measures shall only be taken in accordance with the right to respect for privat...",-0.013540025,0.32328558,0.34148997
418,original_proposal_commission.pdf,European Commission,Article 31 Searches to verify compliance Coordinating Authorities shall have the power to carry out ...,-0.054181736,0.2852284,0.3472187
419,original_proposal_commission.pdf,European Commission,The request shall also clearly state that it is for the providers voluntary consideration. Section 3...,-0.13999031,0.21039128,0.364888
420,original_proposal_commission.pdf,European Commission,The Member State in which the main establishment of the provider of relevant information society ser...,-0.114626616,0.2496004,0.37693763
421,original_proposal_commission.pdf,European Commission,2. A provider of relevant information society services which does not have an establishment in the U...,-0.15151393,0.2434757,0.41085988
422,original_proposal_commission.pdf,European Commission,A provider of relevant information society services which does not have an establishment in the Unio...,-0.14554976,0.24508336,0.40599912
423,original_proposal_commission.pdf,European Commission,EN EN 70 Article 34 Right of users of the service to lodge a complaint 1. Users shall have the right...,-0.11945566,0.26338464,0.3961216
424,original_proposal_commission.pdf,European Commission,2. Coordinating Authorities shall provide child-friendly mechanisms to submit a complaint under this...,-0.1045616,0.26899666,0.38559753
425,original_proposal_commission.pdf,European Commission,Coordinating Authorities shall provide child-friendly mechanisms to submit a complaint under this Ar...,-0.10440476,0.2763573,0.39286688
426,original_proposal_commission.pdf,European Commission,"The Coordinating Authority receiving the complaint shall assess the complaint and, where appropriate...",-0.117938414,0.2680388,0.39917594
427,original_proposal_commission.pdf,European Commission,Where the complaint falls under the responsibility of another competent authority of the Member Stat...,-0.14670461,0.2482729,0.4104789
428,original_proposal_commission.pdf,European Commission,"The penalties shall be effective, proportionate and dissuasive. Member States shall, by Date of appl...",-0.117072806,0.21874638,0.34841156
429,original_proposal_commission.pdf,European Commission,"Penalties for the supply of incorrect, incomplete or misleading information, failure to reply or rec...",-0.15440308,0.19748925,0.36752018
430,original_proposal_commission.pdf,European Commission,"Member States shall ensure that, when deciding whether to impose a penalty and when determining the ...",-0.08176839,0.28695995,0.37896782
431,original_proposal_commission.pdf,European Commission,Upon the request of the EU Centre where necessary to ensure that the data contained in the databases...,0.0010555442,0.2762307,0.27805662
432,original_proposal_commission.pdf,European Commission,"Member States shall ensure that, where their law enforcement authorities receive a report of the dis...",-0.019171424,0.3100437,0.33422935
433,original_proposal_commission.pdf,European Commission,"3. The Coordinating Authority of establishment shall assess the suspected infringement, taking into ...",-0.13355531,0.2891213,0.43746787
434,original_proposal_commission.pdf,European Commission,2. The participating Coordinating Authorities shall make the results of the joint investigations ava...,-0.032031603,0.18658543,0.22342673
435,original_proposal_commission.pdf,European Commission,The participating Coordinating Authorities shall make the results of the joint investigations availa...,-0.03292709,0.18730399,0.2251268
436,original_proposal_commission.pdf,European Commission,2. The EU Centre shall establish and maintain one or more reliable and secure information sharing sy...,0.06448385,0.28652135,0.21948329
437,original_proposal_commission.pdf,European Commission,"The Coordinating Authorities, the Commission, the EU Centre, other relevant Union agencies and provi...",0.008879946,0.2578388,0.2509581
438,original_proposal_commission.pdf,European Commission,4. The Commission shall adopt implementing acts laying down the practical and operational arrangemen...,-0.032707077,0.2369306,0.27504843
439,original_proposal_commission.pdf,European Commission,The Commission shall adopt implementing acts laying down the practical and operational arrangements ...,-0.0338275,0.24095386,0.28033343
440,original_proposal_commission.pdf,European Commission,"A European Union Agency to prevent and combat child sexual abuse, the EU Centre on Child Sexual Abus...",-0.027583625,0.24997607,0.28266287
441,original_proposal_commission.pdf,European Commission,2. In each of the Member States the EU Centre shall enjoy the most extensive legal capacity accorded...,-0.060361154,0.2857736,0.35448954
442,original_proposal_commission.pdf,European Commission,"Article 42 Seat The seat of the EU Centre shall be The Hague, The Netherlands. Section 2 Tasks Artic...",0.14659002,0.40761602,0.25259566
443,original_proposal_commission.pdf,European Commission,"The EU Centre shall generate the indicators referred to in paragraph 2, point (a), solely on the bas...",0.0034466982,0.25339478,0.25237468
444,original_proposal_commission.pdf,European Commission,"Article 45 Database of reports 1. The EU Centre shall create, maintain and operate a database for th...",0.038662672,0.25714308,0.21786782
445,original_proposal_commission.pdf,European Commission,The database of reports shall contain the following information (a) the report (b) where the EU Cent...,0.041521236,0.25187668,0.20943622
446,original_proposal_commission.pdf,European Commission,"Article 46 Access, accuracy and security 1. Subject to paragraphs 2 and 3, solely EU Centre staff an...",0.072481304,0.3014521,0.22587803
447,original_proposal_commission.pdf,European Commission,"Subject to paragraphs 2 and 3, solely EU Centre staff and auditors duly authorised by the Executive ...",0.06392543,0.30705371,0.24084398
448,original_proposal_commission.pdf,European Commission,"The EU Centre shall give providers of hosting services, providers of interpersonal communications se...",0.07127534,0.29948008,0.22519618
449,original_proposal_commission.pdf,European Commission,3. The EU Centre shall give Coordinating Authorities access to the databases of indicators referred ...,0.042898774,0.31405813,0.27078912
450,original_proposal_commission.pdf,European Commission,The EU Centre shall give Coordinating Authorities access to the databases of indicators referred to ...,0.042109095,0.31984267,0.27749467
451,original_proposal_commission.pdf,European Commission,4. The EU Centre shall give Europol and the competent law enforcement authorities of the Member Stat...,0.03872909,0.3070288,0.2682184
452,original_proposal_commission.pdf,European Commission,The requests for the access referred to in paragraph 2 shall also include a reference to the detecti...,0.020749565,0.2818202,0.26229018
453,original_proposal_commission.pdf,European Commission,"Where necessary in view of those verifications, it shall immediately complement, adjust or delete th...",-0.02846456,0.26889014,0.30273855
454,original_proposal_commission.pdf,European Commission,8. The EU Centre shall ensure that the data contained in the databases referred to in Articles 44 an...,-0.025981154,0.26213872,0.2932139
455,original_proposal_commission.pdf,European Commission,Article 48 Reporting 1. The EU Centre shall expeditiously assess and process reports submitted by pr...,0.068247914,0.28695786,0.2158313
456,original_proposal_commission.pdf,European Commission,"2. Where the EU Centre considers that the report is manifestly unfounded, it shall inform the provid...",0.02259118,0.27260345,0.25097153
457,original_proposal_commission.pdf,European Commission,"3. Where the EU Centre considers that a report is not manifestly unfounded, it shall forward the rep...",0.03516057,0.2945501,0.2594859
458,original_proposal_commission.pdf,European Commission,"Where the EU Centre considers that a report is not manifestly unfounded, it shall forward the report...",0.052069306,0.30556393,0.252231
459,original_proposal_commission.pdf,European Commission,Where that competent law enforcement authority or those competent law enforcement authorities cannot...,0.04243985,0.3323235,0.28975016
460,original_proposal_commission.pdf,European Commission,"Where a provider that submitted the report has indicated that the report requires urgent action, the...",0.06694405,0.32373178,0.25441903
461,original_proposal_commission.pdf,European Commission,"5. Where the report does not contain all the information required in Article 13, the EU Centre may r...",0.05318783,0.29338977,0.23870948
462,original_proposal_commission.pdf,European Commission,"Where the report does not contain all the information required in Article 13, the EU Centre may requ...",0.058445968,0.29598263,0.23561232
463,original_proposal_commission.pdf,European Commission,Where so requested by a competent law enforcement authority of a Member State in order to avoid inte...,0.03070033,0.34787035,0.3182305
464,original_proposal_commission.pdf,European Commission,"7. The time periods referred to in the first subparagraph, points (a) and (b), shall be those specif...",0.06290372,0.33033475,0.2654867
465,original_proposal_commission.pdf,European Commission,The EU Centre shall verify whether a provider of hosting services that submitted a report concerning...,0.045244224,0.36238295,0.31708366
466,original_proposal_commission.pdf,European Commission,"Where it considers that the provider did not remove or disable access to the material expeditiously,...",0.024719156,0.3426981,0.31950676
467,original_proposal_commission.pdf,European Commission,"2. The EU Centre shall have the power to notify, after having conducted the searches referred to in ...",0.07022139,0.34427357,0.27161804
468,original_proposal_commission.pdf,European Commission,EN EN 81 3. Where so requested by a competent law enforcement authority of a Member State in order t...,0.14997974,0.35551834,0.19625103
469,original_proposal_commission.pdf,European Commission,Where so requested by a competent law enforcement authority of a Member State in order to avoid inte...,0.14740679,0.35226494,0.19576058
470,original_proposal_commission.pdf,European Commission,"Article 50 Technologies, information and expertise 1. The EU Centre shall make available technologie...",0.14747638,0.37249428,0.21613201
471,original_proposal_commission.pdf,European Commission,"Before including specific technologies on those lists, the EU Centre shall request the opinion of it...",0.08224178,0.34951085,0.2638402
472,original_proposal_commission.pdf,European Commission,The Technology Committee and the European Data Protection Board shall deliver their respective opini...,0.08798215,0.34038246,0.24837121
473,original_proposal_commission.pdf,European Commission,4. The EU Centre shall provide the information referred to in paragraph 2 and the information result...,0.088445336,0.32409322,0.23140287
474,original_proposal_commission.pdf,European Commission,The EU Centre shall provide the information referred to in paragraph 2 and the information resulting...,0.099969506,0.33422408,0.22911087
475,original_proposal_commission.pdf,European Commission,The EU Centre shall develop a communication strategy and promote dialogue with civil society organis...,0.052933164,0.31926438,0.26513955
476,original_proposal_commission.pdf,European Commission,The EU Centre shall store the personal data referred to in paragraph 2 only where and for as long as...,0.045632314,0.242421,0.19540821
477,original_proposal_commission.pdf,European Commission,EN EN 83 4. It shall ensure that the personal data is stored in a secure manner and that the storage...,0.07227199,0.28963155,0.21415785
478,original_proposal_commission.pdf,European Commission,It shall ensure that the personal data is stored in a secure manner and that the storage is subject ...,0.06335597,0.28792405,0.22212765
479,original_proposal_commission.pdf,European Commission,"Each Coordinating Authority shall designate at least one contact officer, who shall be the main cont...",-0.019018251,0.19996795,0.22280204
480,original_proposal_commission.pdf,European Commission,3. The Management Board shall determine the rights and obligations of contact officers in relation t...,-0.010213907,0.13688283,0.14946353
481,original_proposal_commission.pdf,European Commission,The Management Board shall determine the rights and obligations of contact officers in relation to t...,-0.005226046,0.13898396,0.14616323
482,original_proposal_commission.pdf,European Commission,Contact officers shall enjoy the privileges and immunities necessary for the performance of their ta...,-0.005995892,0.14663647,0.1547353
483,original_proposal_commission.pdf,European Commission,"4. Where contact officers are seconded to the EU Centre, the EU Centre shall cover the costs of prov...",0.010017643,0.17284824,0.16381544
484,original_proposal_commission.pdf,European Commission,All other costs that arise in connection with the designation of contact officers and the performanc...,0.017944284,0.22596182,0.20888104
485,original_proposal_commission.pdf,European Commission,Article 53 Cooperation with Europol 1. Where necessary for the performance of its tasks under this R...,0.003617148,0.17455757,0.17250335
486,original_proposal_commission.pdf,European Commission,"Where necessary for the performance of its tasks under this Regulation, within their respective mand...",0.006921122,0.18600863,0.1804848
487,original_proposal_commission.pdf,European Commission,2. Europol and the EU Centre shall provide each other with the fullest possible access to relevant i...,0.017971959,0.20726338,0.18995118
488,original_proposal_commission.pdf,European Commission,The terms of cooperation and working arrangements shall be laid down in a memorandum of understandin...,0.0070888475,0.21057972,0.20513801
489,original_proposal_commission.pdf,European Commission,2. The EU Centre may conclude memoranda of understanding with organisations referred to in paragraph...,-0.0144136585,0.16731474,0.18479006
490,original_proposal_commission.pdf,European Commission,Part 1 Management Board Article 56 Composition of the Management Board 1. The Management Board shall...,-0.02487507,0.24267472,0.2723375
491,original_proposal_commission.pdf,European Commission,2. The Management Board shall also include one independent expert observer designated by the Europea...,0.0054593384,0.24539332,0.24209842
492,original_proposal_commission.pdf,European Commission,The Management Board shall also include one independent expert observer designated by the European P...,0.009859815,0.24562559,0.2375479
493,original_proposal_commission.pdf,European Commission,Europol may designate a representative to attend the meetings of the Management Board as an observer...,0.0008752458,0.22339472,0.22484791
494,original_proposal_commission.pdf,European Commission,3. Each member of the Management Board shall have an alternate. The alternate shall represent the me...,-0.042901825,0.20211054,0.25093976
495,original_proposal_commission.pdf,European Commission,The alternate shall represent the member in his/her absence. 4. Members of the Management Board and ...,-0.034904934,0.2188942,0.2592079
496,original_proposal_commission.pdf,European Commission,4. Members of the Management Board and their alternates shall be appointed in the light of their kno...,-0.010393953,0.24436381,0.25829744
497,original_proposal_commission.pdf,European Commission,All parties represented in the Management Board shall make efforts to limit turnover of their repres...,0.041145395,0.29134345,0.24973662
498,original_proposal_commission.pdf,European Commission,All parties shall aim to achieve a balanced representation between men and women on the Management B...,0.04765407,0.2964477,0.24781801
499,original_proposal_commission.pdf,European Commission,5. The term of office for members and their alternates shall be four years. That term may be renewed...,0.04262139,0.2784527,0.235102
500,original_proposal_commission.pdf,European Commission,Article 57 Functions of the Management Board 1. The Management Board shall (a) give the general orie...,0.07573287,0.30874187,0.22971037
501,original_proposal_commission.pdf,European Commission,The Management Board shall (a) give the general orientations for the EU Centres activities (b) contr...,0.07402866,0.32194695,0.24491084
502,original_proposal_commission.pdf,European Commission,The Management Board shall elect a Chairperson and a Deputy Chairperson from among its members. The ...,-0.084654644,0.06524693,0.1580066
503,original_proposal_commission.pdf,European Commission,The Chairperson and the Deputy Chairperson shall be elected by a majority of two thirds of the membe...,-0.08459575,0.048278943,0.1407919
504,original_proposal_commission.pdf,European Commission,"Their term of office may be renewed once. If, however, their membership of the Management Board ends...",-0.0613378,0.10427632,0.1721004
